"11001","","牛","牛肉","100g","","","","","","","","","国産","","","","","20.19446827","","","","","","","3","3","3","3","乳用肥育牛肉、生","",""
"11002","","牛","牛肉","100g","","","","","","","","","輸入","","","","","31.04220268","","","","","","","3","3","3","3","生","",""
"11003","","豚","豚肉","100g","","","","","","","","","国産","","","","","6.349373403","","","","","","","3","3","3","3","大型種肉、生","",""
"11004","","豚","豚肉","100g","","","","","","","","","輸入","","","","","5.312288476","","","","","","","3","3","3","3","大型種肉、生","",""
"11005","","鶏肉","鶏肉","100g","","","","","","","","","国産","","","","","3.299794687","","","","","","","3","3","3","3","若鶏肉、生","",""
"11006","","鶏肉","鶏肉","100g","","","","","","","","","輸入","","","","","2.47578947","","","","","","","3","3","3","3","若鶏肉、生","",""
"13007","","魚","あいなめ","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13008","","魚","あこうだい","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13009","","魚","あじ類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.59","","","","","","","3","3","3","3","","",""
"13010","","魚","あじ類","100g","","","","","","","","","","北部太平洋","まき網漁業","","","2.9","","","","","","","3","3","3","3","","中位・横ばい",""
"13011","","魚","にしまあじ","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.59","","","","","","","3","3","3","3","生","中位・減少",""
"13012","","魚","あなご類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","2","","","","","","","3","3","3","3","生","",""
"13013","","魚","あまご","100g","","","","","","","","","","平均（統計値）","漁業全般","","","0.96","","","","","","","3","3","3","3","生","",""
"13014","","魚","あまだい類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","2.11","","","","","","","3","3","3","3","生","",""
"13015","","魚","アラスカめぬけ","100g","","","","","","","","","","平均（統計値）","漁業全般","","","9.56","","","","","","","3","3","3","3","生","",""
"13016","","魚","あんこう","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13017","","魚","いかなご","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.63","","","","","","","3","3","3","3","生","",""
"13018","","魚","いさき","100g","","","","","","","","","","平均（統計値）","漁業全般","","","2.27","","","","","","","3","3","3","3","生","",""
"13019","","魚","いしだい","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13020","","魚","いとよりだい","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13021","","魚","いぼだい","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.91","","","","","","","3","3","3","3","生","高位・増加",""
"13022","","魚","いわし類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.63","","","","","","","3","3","3","3","","",""
"13023","","魚","うまづらはぎ","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.97","","","","","","","3","3","3","3","生","",""
"13024","","魚","えい類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","2.05","","","","","","","3","3","3","3","生","",""
"13025","","魚","えそ類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.95","","","","","","","3","3","3","3","生","",""
"13026","","魚","おおさが","100g","","","","","","","","","","平均（統計値）","漁業全般","","","9.56","","","","","","","3","3","3","3","生","",""
"13027","","魚","おこぜ","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13028","","魚","おひょう","100g","","","","","","","","","","平均（統計値）","漁業全般","","","2.85","","","","","","","3","3","3","3","生","",""
"13029","","魚","かさご","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13030","","魚","かじか","100g","","","","","","","","","","平均（統計値）","漁業全般","","","5.6","","","","","","","3","3","3","3","生","",""
"13031","","魚","かじき類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.64","","","","","","","3","3","3","3","","",""
"13032","","魚","かつお類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","1.8","","","","","","","3","3","3","3","","",""
"13033","","魚","かつお","100g","","","","","","","","","","常磐・三陸沖","近海一本釣り","","","4.2","","","","","","","3","3","3","3","生","",""
"13034","","魚","かます","100g","","","","","","","","","","平均（統計値）","漁業全般","","","2.1","","","","","","","3","3","3","3","生","",""
"13035","","魚","かれい類","100g","","","","","","","","","","平均（統計値）","漁業全般","","","2.85","","","","","","","3","3","3","3","生","",""
"13036","","魚","いしがれい","100g","","","","","","","","","","宮城（仙台湾）","小型底曳網漁業","","","4.7","","","","","","","3","3","3","3","","",""
"13037","","魚","まがれい","100g","","","","","","","","","","宮城（仙台湾）","小型底曳網漁業","","","4.7","","","","","","","3","3","3","3","生","",""
